Encompass Health Rehabilitation Hospital of Colorado Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prices Posted and Effective 1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: General file information and additional details can be found on the Price Transparency page of this hospital's website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATIENT_TYPE,ITEM_SERVICE_PACKAGE,BILLING_REVENUE_SERVICE_CODE,GROSS_CHARGE,DISCOUNTED_CASH_PRICE,DEIDENTIFIED_MIN_NEGOTIATED_CHARGE,DEIDENTIFIED_MAX_NEGOTIATED_CHARGE,AETNA (AET) negotiated charge,AETNA MEDICARE (AETM) negotiated charge,AETNA WORKERS COMP ACCESS (AETW) negotiated charge,ANTHEM BCBS OF COLORADO (BCOA) negotiated charge,BC OF CO ANTHEM EXCHANGE (BOAZ) negotiated charge,BC OF CO ANTHEM MEDICARE (BOAM) negotiated charge,BCBS OF COLORADO (BCCO) negotiated charge,BRIGHT HEALTH EXCHANGE (BRHZ) negotiated charge,BRIGHT HEALTH PLAN (BRH) negotiated charge,BRIGHT HEALTH PLAN MCR (BRHM) negotiated charge,CAREWORKS (CRW) negotiated charge,CAREWORKS WORK COMP (CRWW) negotiated charge,CHAMPVA (CVA) negotiated charge,CHOICE CARE NET MEDICARE (CHOM) negotiated charge,CHOICE CARE NETWORK (CHO) negotiated charge,CIGNA (CIG) negotiated charge,CIGNA EXCHANGE (CIGZ) negotiated charge,CIGNA MEDICARE (CIGM) negotiated charge,CO ACCESS CHP HMO MCD (CAHD) negotiated charge,COLORADO ACCESS MEDICAID (CAAD) negotiated charge,COLORADO CHOICE EXCHANGE (COLZ) negotiated charge,COLORADO CHOICE HEALTH (COL) negotiated charge,COVENTRY HEALTHCARE (CHC) negotiated charge,COVENTRY HEALTHCARE WC (CHCW) negotiated charge,FIRST HEALTH (FTH) negotiated charge,FIRST HEALTH WORK COMP (FTHW) negotiated charge,HEALTHNET FEDERAL SVCS (HFS) negotiated charge,HUMANA (HUM) negotiated charge,HUMANA MEDICARE (HUMM) negotiated charge,LONGEVITY HEALTH PLAN MCR (LHPM) negotiated charge,MULTIPLAN (MUL) negotiated charge,MY INNOVAGE PACE DUAL (MIPB) negotiated charge,ONE CALL MEDICAL WC (OCLW) negotiated charge,PINNACOL ASSURANCE WC (PINW) negotiated charge,PROVIDER NET OF AMERICA (PAM) negotiated charge,ROCKY MOUNTAIN HMO (RMH) negotiated charge,ROCKY MOUNTAIN MEDICARE (RMHM) negotiated charge,ROCKY MTN PACE DUAL (RMPM) negotiated charge,SLOANS LAKE MANAGED CARE (SLK) negotiated charge,TRIWEST VETERANS (TWV) negotiated charge,UNITED HEALTHCARE (UHC) negotiated charge,UNITED HEALTHCARE MEDICAR (UHCM) negotiated charge,ZELIAS NET SOLUTIONS WC (ZNSW) negotiated charge,ZELIAS NETWORK SOLUTIONS (ZNS) negotiated charge
Inpatient Rehabilitation Services,ELEC LOCK ON MANUAL PW ELBOW,L6638,$2126.97,$1595.23,$1412.31,$1786.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$1701.58,$1786.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$1488.88,NA,NA,$1595.23,NA,NA,NA,NA,NA,NA,NA,NA,$1412.31,$1701.58
Inpatient Rehabilitation Services,SHOULDER ABDUCTION JOIN PAI,L6640,$245.34,$184.01,$162.91,$206.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$196.27,$206.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$171.74,NA,NA,$184.01,NA,NA,NA,NA,NA,NA,NA,NA,$162.91,$196.27
Inpatient Rehabilitation Services,EXCURSION AMPLIFIER PULLEY T,L6641,$135.04,$101.28,$89.67,$113.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$108.03,$113.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$94.53,NA,NA,$101.28,NA,NA,NA,NA,NA,NA,NA,NA,$89.67,$108.03
Inpatient Rehabilitation Services,EXCURSION AMPLIFIER LEVER TY,L6642,$181.88,$136.41,$120.77,$152.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$145.50,$152.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$127.32,NA,NA,$136.41,NA,NA,NA,NA,NA,NA,NA,NA,$120.77,$145.50
Inpatient Rehabilitation Services,SHOULDER FLEXION-ABDUCTION J,L6645,$267.02,$200.27,$177.30,$224.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$213.62,$224.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$186.91,NA,NA,$200.27,NA,NA,NA,NA,NA,NA,NA,NA,$177.30,$213.62
Inpatient Rehabilitation Services,MULTIPO LOCKING SHOULDER JNT,L6646,$2682.59,$2011.94,$1781.24,$2253.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$2146.07,$2253.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$1877.81,NA,NA,$2011.94,NA,NA,NA,NA,NA,NA,NA,NA,$1781.24,$2146.07
Inpatient Rehabilitation Services,SHOULDER LOCK ACTUATOR,L6647,$441.68,$331.26,$293.28,$371.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$353.34,$371.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$309.18,NA,NA,$331.26,NA,NA,NA,NA,NA,NA,NA,NA,$293.28,$353.34
Inpatient Rehabilitation Services,EXT PWRD SHLDER LOCK/UNLOCK,L6648,$2766.71,$2075.03,$1837.10,$2324.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$2213.37,$2324.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$1936.70,NA,NA,$2075.03,NA,NA,NA,NA,NA,NA,NA,NA,$1837.10,$2213.37
Inpatient Rehabilitation Services,SHOULDER UNIVERSAL JOINT,L6650,$283.13,$212.35,$188.00,$237.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$226.50,$237.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$198.19,NA,NA,$212.35,NA,NA,NA,NA,NA,NA,NA,NA,$188.00,$226.50
Inpatient Rehabilitation Services,STANDARD CONTROL CABLE EXTRA,L6655,$62.83,$47.12,$41.72,$52.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$50.26,$52.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$43.98,NA,NA,$47.12,NA,NA,NA,NA,NA,NA,NA,NA,$41.72,$50.26
Inpatient Rehabilitation Services,HEAVY DUTY CONTROL CABLE,L6660,$78.64,$58.98,$52.22,$66.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$62.91,$66.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$55.05,NA,NA,$58.98,NA,NA,NA,NA,NA,NA,NA,NA,$52.22,$62.91
Inpatient Rehabilitation Services,TEFLON OR EQUAL CABLE LINING,L6665,$38.53,$28.90,$25.58,$32.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$30.82,$32.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$26.97,NA,NA,$28.90,NA,NA,NA,NA,NA,NA,NA,NA,$25.58,$30.82
Inpatient Rehabilitation Services,HOOK TO HAND CABLE ADAPTER,L6670,$40.11,$30.08,$26.63,$33.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$32.09,$33.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$28.08,NA,NA,$30.08,NA,NA,NA,NA,NA,NA,NA,NA,$26.63,$32.09
Inpatient Rehabilitation Services,HARNESS CHEST/SHLDER SADDLE,L6672,$169.15,$126.86,$112.32,$142.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$135.32,$142.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$118.41,NA,NA,$126.86,NA,NA,NA,NA,NA,NA,NA,NA,$112.32,$135.32
Inpatient Rehabilitation Services,HARNESS FIGURE OF 8 SING CON,L6675,$100.45,$75.34,$66.70,$84.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$80.36,$84.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$70.32,NA,NA,$75.34,NA,NA,NA,NA,NA,NA,NA,NA,$66.70,$80.36
Inpatient Rehabilitation Services,HARNESS FIGURE OF 8 DUAL CON,L6676,$118.42,$88.82,$78.63,$99.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$94.74,$99.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$82.89,NA,NA,$88.82,NA,NA,NA,NA,NA,NA,NA,NA,$78.63,$94.74
Inpatient Rehabilitation Services,UE TRIPLE CONTROL HARNESS,L6677,$252.30,$189.23,$167.53,$211.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$201.84,$211.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$176.61,NA,NA,$189.23,NA,NA,NA,NA,NA,NA,NA,NA,$167.53,$201.84
Inpatient Rehabilitation Services,TEST SOCK WRIST DISART/BEL E,L6680,$205.54,$154.16,$136.48,$172.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$164.43,$172.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$143.88,NA,NA,$154.16,NA,NA,NA,NA,NA,NA,NA,NA,$136.48,$164.43
Inpatient Rehabilitation Services,TEST SOCK ELBOW DISART/ABOVE,L6682,$224.05,$168.04,$148.77,$188.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$179.24,$188.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$156.84,NA,NA,$168.04,NA,NA,NA,NA,NA,NA,NA,NA,$148.77,$179.24
Inpatient Rehabilitation Services,TEST SOCKET SHLDR DISART/THO,L6684,$318.49,$238.87,$211.48,$267.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$254.79,$267.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$222.94,NA,NA,$238.87,NA,NA,NA,NA,NA,NA,NA,NA,$211.48,$254.79
Inpatient Rehabilitation Services,SUCTION SOCKET,L6686,$493.81,$370.36,$327.89,$414.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$395.05,$414.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$345.67,NA,NA,$370.36,NA,NA,NA,NA,NA,NA,NA,NA,$327.89,$395.05
Inpatient Rehabilitation Services,FRAME TYP SOCKET BEL ELBOW/W,L6687,$643.30,$482.48,$427.15,$540.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$514.64,$540.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$450.31,NA,NA,$482.48,NA,NA,NA,NA,NA,NA,NA,NA,$427.15,$514.64
Inpatient Rehabilitation Services,FRAME TYP SOCK ABOVE ELB/DIS,L6688,$443.10,$332.33,$294.22,$372.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$354.48,$372.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$310.17,NA,NA,$332.33,NA,NA,NA,NA,NA,NA,NA,NA,$294.22,$354.48
Inpatient Rehabilitation Services,FRAME TYP SOCKET SHOULDER DI,L6689,$751.47,$563.60,$498.98,$631.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$601.18,$631.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$526.03,NA,NA,$563.60,NA,NA,NA,NA,NA,NA,NA,NA,$498.98,$601.18
Inpatient Rehabilitation Services,FRAME TYP SOCK INTERSCAP-THO,L6690,$575.16,$431.37,$381.91,$483.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$460.13,$483.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$402.61,NA,NA,$431.37,NA,NA,NA,NA,NA,NA,NA,NA,$381.91,$460.13
Inpatient Rehabilitation Services,REMOVABLE INSERT EACH,L6691,$288.74,$216.56,$191.72,$242.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$230.99,$242.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$202.12,NA,NA,$216.56,NA,NA,NA,NA,NA,NA,NA,NA,$191.72,$230.99
Inpatient Rehabilitation Services,SILICONE GEL INSERT OR EQUAL,L6692,$585.27,$438.95,$388.62,$491.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$468.22,$491.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$409.69,NA,NA,$438.95,NA,NA,NA,NA,NA,NA,NA,NA,$388.62,$468.22
Inpatient Rehabilitation Services,LOCKINGELBOW FOREARM CNTRBAL,L6693,$2414.67,$1811.00,$1603.34,$2028.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$1931.74,$2028.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$1690.27,NA,NA,$1811.00,NA,NA,NA,NA,NA,NA,NA,NA,$1603.34,$1931.74
Inpatient Rehabilitation Services,ELBOW SOCKET INS USE W/LOCK,L6694,$633.76,$475.32,$420.82,$532.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$507.01,$532.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$443.63,NA,NA,$475.32,NA,NA,NA,NA,NA,NA,NA,NA,$420.82,$507.01
Inpatient Rehabilitation Services,ELBOW SOCKET INS USE W/O LCK,L6695,$528.11,$396.08,$350.67,$443.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$422.49,$443.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$369.68,NA,NA,$396.08,NA,NA,NA,NA,NA,NA,NA,NA,$350.67,$422.49
Inpatient Rehabilitation Services,CUS ELBO SKT IN FOR CON/ATYP,L6696,$1121.03,$840.77,$744.36,$941.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$896.82,$941.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$784.72,NA,NA,$840.77,NA,NA,NA,NA,NA,NA,NA,NA,$744.36,$896.82
Inpatient Rehabilitation Services,CUS ELBO SKT IN NOT CON/ATYP,L6697,$1121.03,$840.77,$744.36,$941.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$896.82,$941.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$784.72,NA,NA,$840.77,NA,NA,NA,NA,NA,NA,NA,NA,$744.36,$896.82
Inpatient Rehabilitation Services,BELOW/ABOVE ELBOW LOCK MECH,L6698,$554.75,$416.06,$368.35,$465.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$443.80,$465.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$388.33,NA,NA,$416.06,NA,NA,NA,NA,NA,NA,NA,NA,$368.35,$443.80
Inpatient Rehabilitation Services,"TERM DEV, PASSIVE HAND MITT",L6703,$309.36,$232.02,$205.42,$259.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$247.49,$259.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$216.55,NA,NA,$232.02,NA,NA,NA,NA,NA,NA,NA,NA,$205.42,$247.49
Inpatient Rehabilitation Services,"TERM DEV, SPORT/REC/WORK ATT",L6704,$602.20,$451.65,$399.86,$505.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$481.76,$505.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$421.54,NA,NA,$451.65,NA,NA,NA,NA,NA,NA,NA,NA,$399.86,$481.76
Inpatient Rehabilitation Services,TERM DEV MECH HOOK VOL OPEN,L6706,$387.08,$290.31,$257.02,$325.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$309.66,$325.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$270.96,NA,NA,$290.31,NA,NA,NA,NA,NA,NA,NA,NA,$257.02,$309.66
Inpatient Rehabilitation Services,TERM DEV MECH HOOK COL CLOSE,L6707,$1195.43,$896.57,$793.77,$1004.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$956.34,$1004.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$836.80,NA,NA,$896.57,NA,NA,NA,NA,NA,NA,NA,NA,$793.77,$956.34
Inpatient Rehabilitation Services,TERM DEV MECH HAND VOL OPEN,L6708,$833.03,$624.77,$553.13,$699.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$666.42,$699.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$583.12,NA,NA,$624.77,NA,NA,NA,NA,NA,NA,NA,NA,$553.13,$666.42
Inpatient Rehabilitation Services,TERM DEV MECH HAND COL CLOSE,L6709,$1291.75,$968.81,$857.72,$1085.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$1033.40,$1085.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$904.23,NA,NA,$968.81,NA,NA,NA,NA,NA,NA,NA,NA,$857.72,$1033.40
Inpatient Rehabilitation Services,TERM DEV MODIFIER WRIST UNIT,L6805,$297.86,$223.40,$197.78,$250.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$238.29,$250.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$208.50,NA,NA,$223.40,NA,NA,NA,NA,NA,NA,NA,NA,$197.78,$238.29
Inpatient Rehabilitation Services,TERM DEV PRECISION PINCH DEV,L6810,$184.15,$138.11,$122.28,$154.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$147.32,$154.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$128.91,NA,NA,$138.11,NA,NA,NA,NA,NA,NA,NA,NA,$122.28,$147.32
Inpatient Rehabilitation Services,TERM DEV AUTO GRASP FEATURE,L6881,$3477.18,$2607.89,$2308.85,$2920.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$2781.74,$2920.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$2434.03,NA,NA,$2607.89,NA,NA,NA,NA,NA,NA,NA,NA,$2308.85,$2781.74
Inpatient Rehabilitation Services,MICROPROCESSOR CONTROL UPLMB,L6882,$2637.65,$1978.24,$1751.40,$2215.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$2110.12,$2215.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$1846.36,NA,NA,$1978.24,NA,NA,NA,NA,NA,NA,NA,NA,$1751.40,$2110.12
Inpatient Rehabilitation Services,REPLC SOCKT BELOW E/W DISA,L6883,$1433.57,$1075.18,$951.89,$1204.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$1146.86,$1204.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$1003.50,NA,NA,$1075.18,NA,NA,NA,NA,NA,NA,NA,NA,$951.89,$1146.86
Inpatient Rehabilitation Services,REPLC SOCKT ABOVE ELBOW DISA,L6884,$1867.39,$1400.54,$1239.95,$1568.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$1493.91,$1568.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$1307.17,NA,NA,$1400.54,NA,NA,NA,NA,NA,NA,NA,NA,$1239.95,$1493.91
Inpatient Rehabilitation Services,REPLC SOCKT SHLDR DIS/INTERC,L6885,$2664.25,$1998.19,$1769.06,$2237.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$2131.40,$2237.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$1864.98,NA,NA,$1998.19,NA,NA,NA,NA,NA,NA,NA,NA,$1769.06,$2131.40
Inpatient Rehabilitation Services,PREFAB GLOVE FOR TERM DEVICE,L6890,$152.01,$114.01,$100.93,$127.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$121.61,$127.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$106.41,NA,NA,$114.01,NA,NA,NA,NA,NA,NA,NA,NA,$100.93,$121.61
Inpatient Rehabilitation Services,CUSTOM GLOVE FOR TERM DEVICE,L6895,$477.39,$358.04,$316.99,$401.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$381.91,$401.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$334.17,NA,NA,$358.04,NA,NA,NA,NA,NA,NA,NA,NA,$316.99,$381.91
Inpatient Rehabilitation Services,HAND RESTORAT THUMB/1 FINGER,L6900,$1263.43,$947.57,$838.92,$1061.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$1010.74,$1061.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$884.40,NA,NA,$947.57,NA,NA,NA,NA,NA,NA,NA,NA,$838.92,$1010.74
Inpatient Rehabilitation Services,HAND RESTORATION MULTIPLE FI,L6905,$1228.09,$921.07,$815.45,$1031.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$982.47,$1031.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$859.66,NA,NA,$921.07,NA,NA,NA,NA,NA,NA,NA,NA,$815.45,$982.47
Inpatient Rehabilitation Services,HAND RESTORATION NO FINGERS,L6910,$1196.41,$897.31,$794.42,$1004.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$957.13,$1004.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$837.49,NA,NA,$897.31,NA,NA,NA,NA,NA,NA,NA,NA,$794.42,$957.13
Inpatient Rehabilitation Services,HAND RESTORATION REPLACMNT G,L6915,$523.64,$392.73,$347.70,$439.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$418.91,$439.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$366.55,NA,NA,$392.73,NA,NA,NA,NA,NA,NA,NA,NA,$347.70,$418.91
Inpatient Rehabilitation Services,WRIST DISARTICUL SWITCH CTRL,L6920,$6785.66,$5089.25,$4505.68,$5699.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$5428.53,$5699.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$4749.96,NA,NA,$5089.25,NA,NA,NA,NA,NA,NA,NA,NA,$4505.68,$5428.53
Inpatient Rehabilitation Services,WRIST DISART MYOELECTRONIC C,L6925,$7318.58,$5488.94,$4859.54,$6147.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$5854.86,$6147.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$5123.01,NA,NA,$5488.94,NA,NA,NA,NA,NA,NA,NA,NA,$4859.54,$5854.86
Inpatient Rehabilitation Services,BELOW ELBOW SWITCH CONTROL,L6930,$7129.67,$5347.25,$4734.10,$5988.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$5703.74,$5988.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$4990.77,NA,NA,$5347.25,NA,NA,NA,NA,NA,NA,NA,NA,$4734.10,$5703.74
Inpatient Rehabilitation Services,BELOW ELBOW MYOELECTRONIC CT,L6935,$7654.57,$5740.93,$5082.63,$6429.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$6123.66,$6429.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$5358.20,NA,NA,$5740.93,NA,NA,NA,NA,NA,NA,NA,NA,$5082.63,$6123.66
Inpatient Rehabilitation Services,ELBOW DISARTICULATION SWITCH,L6940,$9785.09,$7338.82,$6497.30,$8219.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$7828.07,$8219.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$6849.56,NA,NA,$7338.82,NA,NA,NA,NA,NA,NA,NA,NA,$6497.30,$7828.07
Inpatient Rehabilitation Services,ELBOW DISART MYOELECTRONIC C,L6945,$11383.81,$8537.86,$7558.85,$9562.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$9107.05,$9562.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$7968.67,NA,NA,$8537.86,NA,NA,NA,NA,NA,NA,NA,NA,$7558.85,$9107.05
Inpatient Rehabilitation Services,ABOVE ELBOW SWITCH CONTROL,L6950,$11122.13,$8341.60,$7385.09,$9342.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$8897.70,$9342.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$7785.49,NA,NA,$8341.60,NA,NA,NA,NA,NA,NA,NA,NA,$7385.09,$8897.70
Inpatient Rehabilitation Services,ABOVE ELBOW MYOELECTRONIC CT,L6955,$13320.26,$9990.20,$8844.65,$11189.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$10656.21,$11189.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$9324.18,NA,NA,$9990.20,NA,NA,NA,NA,NA,NA,NA,NA,$8844.65,$10656.21
