Encompass Health Rehabilitation Hospital of Miami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prices Posted and Effective 1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: General file information and additional details can be found on the Price Transparency page of this hospital's website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATIENT_TYPE,SHOPPABLE_SERVICES,BILLING_REVENUE_SERVICE_CODE,GROSS_CHARGE,DISCOUNTED_CASH_PRICE,DEIDENTIFIED_MIN_NEGOTIATED_CHARGE,DEIDENTIFIED_MAX_NEGOTIATED_CHARGE,ADVANET WORK COMP (ADVW) negotiated charge,AETNA (AET) negotiated charge,AETNA MEDICARE (AETM) negotiated charge,AETNA WORKERS COMP ACCESS (AETW) negotiated charge,AVMED HEALTH MEDICARE (AVMM) negotiated charge,AVMED HEALTH PLAN (AVMD) negotiated charge,BC HEALTH OPTIONS EXCHANG (BHOZ) negotiated charge,BCBS OUT OF STATE (BCBS) negotiated charge,BCFL BLUE SELECT (BCSE) negotiated charge,BCFL TRADITIONAL (BCFL) negotiated charge,BLUE CROSS HEALTH OPTIONS (BCHO) negotiated charge,CAREPLUS HEALTH MEDICARE (CPHM) negotiated charge,CAREWORKS (CRW) negotiated charge,CAREWORKS WORK COMP (CRWW) negotiated charge,CHAMPVA (CVA) negotiated charge,CIGNA (CIG) negotiated charge,CORVEL WORK COMP (CVLW) negotiated charge,COVENTRY HEALTHCARE (CHC) negotiated charge,FEDERAL BLUE CROSS (BCFD) negotiated charge,FIRST HEALTH (FTH) negotiated charge,FIRST HEALTH WORK COMP (FTHW) negotiated charge,HEALTH OPTIONS MEDICARE (BCHM) negotiated charge,HEALTHEASE STAYWELL (WLCS) negotiated charge,HERITAGE SUMMIT WORK COMP (HSHW) negotiated charge,HUMANA (HUM) negotiated charge,HUMANA EXCHANGE (HUMZ) negotiated charge,HUMANA MEDICAID (HUMD) negotiated charge,HUMANA MEDICARE (HUMM) negotiated charge,MEDICAL PARTNERS OF AM (MPAM) negotiated charge,MULTIPLAN (MUL) negotiated charge,NETWORK BLUE MEDICARE (BCBM) negotiated charge,ONE CALL MEDICAL WC (OCLW) negotiated charge,PRIVATE HEALTHCARE SYSTEM (PHST) negotiated charge,PROVIDER NET OF AMERICA (PAM) negotiated charge,PYR/AMERICAN PROGRESSIVE (AMPM) negotiated charge,THE RENY COMPANY WC (REN) negotiated charge,TRICARE (TRI) negotiated charge,UHC VA CCN (UHV) negotiated charge,UNITED HEALTHCARE (UHC) negotiated charge,UNITED HEALTHCARE MEDICAR (UHCM) negotiated charge,VISTA HEALTHCARE MEDICARE (VISM) negotiated charge,WELLCARE MEDICARE (WLCM) negotiated charge,ZELIAS NET SOLUTIONS WC (ZNSW) negotiated charge,ZELIAS NETWORK SOLUTIONS (ZNS) negotiated charge
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1705-C,NA,NA,$31266.17,$37848.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$32911.76,NA,NA,NA,NA,NA,NA,$32911.76,NA,NA,NA,NA,NA,NA,$32911.76,NA,$32911.76,NA,NA,$37848.52,$32911.76,NA,$32911.76,$32911.76,NA,$31266.17,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1705-D,NA,NA,$28421.42,$34404.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$29917.28,NA,NA,NA,NA,NA,NA,$29917.28,NA,NA,NA,NA,NA,NA,$29917.28,NA,$29917.28,NA,NA,$34404.88,$29917.28,NA,$29917.28,$29917.28,NA,$28421.42,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1801-A,NA,NA,$13335.28,$16142.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$14037.13,NA,NA,NA,NA,NA,NA,$14037.13,NA,NA,NA,NA,NA,NA,$14037.13,NA,$14037.13,NA,NA,$16142.70,$14037.13,NA,$14037.13,$14037.13,NA,$13335.28,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1801-B,NA,NA,$20183.87,$24433.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$21246.18,NA,NA,NA,NA,NA,NA,$21246.18,NA,NA,NA,NA,NA,NA,$21246.18,NA,$21246.18,NA,NA,$24433.11,$21246.18,NA,$21246.18,$21246.18,NA,$20183.87,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1801-C,NA,NA,$16010.48,$19381.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$16853.14,NA,NA,NA,NA,NA,NA,$16853.14,NA,NA,NA,NA,NA,NA,$16853.14,NA,$16853.14,NA,NA,$19381.11,$16853.14,NA,$16853.14,$16853.14,NA,$16010.48,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1801-D,NA,NA,$14378.62,$17405.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$15135.39,NA,NA,NA,NA,NA,NA,$15135.39,NA,NA,NA,NA,NA,NA,$15135.39,NA,$15135.39,NA,NA,$17405.70,$15135.39,NA,$15135.39,$15135.39,NA,$14378.62,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1802-A,NA,NA,$16983.73,$20559.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$17877.61,NA,NA,NA,NA,NA,NA,$17877.61,NA,NA,NA,NA,NA,NA,$17877.61,NA,$17877.61,NA,NA,$20559.25,$17877.61,NA,$17877.61,$17877.61,NA,$16983.73,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1802-B,NA,NA,$25703.83,$31115.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$27056.66,NA,NA,NA,NA,NA,NA,$27056.66,NA,NA,NA,NA,NA,NA,$27056.66,NA,$27056.66,NA,NA,$31115.16,$27056.66,NA,$27056.66,$27056.66,NA,$25703.83,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1802-C,NA,NA,$20387.65,$24679.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$21460.68,NA,NA,NA,NA,NA,NA,$21460.68,NA,NA,NA,NA,NA,NA,$21460.68,NA,$21460.68,NA,NA,$24679.79,$21460.68,NA,$21460.68,$21460.68,NA,$20387.65,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1802-D,NA,NA,$18310.74,$22165.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$19274.46,NA,NA,NA,NA,NA,NA,$19274.46,NA,NA,NA,NA,NA,NA,$19274.46,NA,$19274.46,NA,NA,$22165.63,$19274.46,NA,$19274.46,$19274.46,NA,$18310.74,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1803-A,NA,NA,$20837.59,$25224.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$21934.31,NA,NA,NA,NA,NA,NA,$21934.31,NA,NA,NA,NA,NA,NA,$21934.31,NA,$21934.31,NA,NA,$25224.45,$21934.31,NA,$21934.31,$21934.31,NA,$20837.59,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1803-B,NA,NA,$31536.79,$38176.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$33196.62,NA,NA,NA,NA,NA,NA,$33196.62,NA,NA,NA,NA,NA,NA,$33196.62,NA,$33196.62,NA,NA,$38176.11,$33196.62,NA,$33196.62,$33196.62,NA,$31536.79,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1803-C,NA,NA,$25014.24,$30280.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$26330.78,NA,NA,NA,NA,NA,NA,$26330.78,NA,NA,NA,NA,NA,NA,$26330.78,NA,$26330.78,NA,NA,$30280.40,$26330.78,NA,$26330.78,$26330.78,NA,$25014.24,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1803-D,NA,NA,$22466.19,$27195.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$23648.62,NA,NA,NA,NA,NA,NA,$23648.62,NA,NA,NA,NA,NA,NA,$23648.62,NA,$23648.62,NA,NA,$27195.92,$23648.62,NA,$23648.62,$23648.62,NA,$22466.19,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1804-A,NA,NA,$23894.27,$28924.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$25151.87,NA,NA,NA,NA,NA,NA,$25151.87,NA,NA,NA,NA,NA,NA,$25151.87,NA,$25151.87,NA,NA,$28924.65,$25151.87,NA,$25151.87,$25151.87,NA,$23894.27,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1804-B,NA,NA,$36163.38,$43776.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$38066.72,NA,NA,NA,NA,NA,NA,$38066.72,NA,NA,NA,NA,NA,NA,$38066.72,NA,$38066.72,NA,NA,$43776.72,$38066.72,NA,$38066.72,$38066.72,NA,$36163.38,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1804-C,NA,NA,$28685.52,$34724.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$30195.28,NA,NA,NA,NA,NA,NA,$30195.28,NA,NA,NA,NA,NA,NA,$30195.28,NA,$30195.28,NA,NA,$34724.57,$30195.28,NA,$30195.28,$30195.28,NA,$28685.52,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1804-D,NA,NA,$25762.52,$31186.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$27118.44,NA,NA,NA,NA,NA,NA,$27118.44,NA,NA,NA,NA,NA,NA,$27118.44,NA,$27118.44,NA,NA,$31186.20,$27118.44,NA,$27118.44,$27118.44,NA,$25762.52,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1805-A,NA,NA,$28530.65,$34537.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$30032.26,NA,NA,NA,NA,NA,NA,$30032.26,NA,NA,NA,NA,NA,NA,$30032.26,NA,$30032.26,NA,NA,$34537.10,$30032.26,NA,$30032.26,$30032.26,NA,$28530.65,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1805-B,NA,NA,$43179.89,$52270.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$45452.51,NA,NA,NA,NA,NA,NA,$45452.51,NA,NA,NA,NA,NA,NA,$45452.51,NA,$45452.51,NA,NA,$52270.39,$45452.51,NA,$45452.51,$45452.51,NA,$43179.89,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1805-C,NA,NA,$34251.12,$41461.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$36053.81,NA,NA,NA,NA,NA,NA,$36053.81,NA,NA,NA,NA,NA,NA,$36053.81,NA,$36053.81,NA,NA,$41461.88,$36053.81,NA,$36053.81,$36053.81,NA,$34251.12,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1805-D,NA,NA,$30760.80,$37236.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$32379.79,NA,NA,NA,NA,NA,NA,$32379.79,NA,NA,NA,NA,NA,NA,$32379.79,NA,$32379.79,NA,NA,$37236.76,$32379.79,NA,$32379.79,$32379.79,NA,$30760.80,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1806-A,NA,NA,$36750.26,$44487.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$38684.49,NA,NA,NA,NA,NA,NA,$38684.49,NA,NA,NA,NA,NA,NA,$38684.49,NA,$38684.49,NA,NA,$44487.16,$38684.49,NA,$38684.49,$38684.49,NA,$36750.26,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1806-B,NA,NA,$55621.80,$67331.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$58549.26,NA,NA,NA,NA,NA,NA,$58549.26,NA,NA,NA,NA,NA,NA,$58549.26,NA,$58549.26,NA,NA,$67331.65,$58549.26,NA,$58549.26,$58549.26,NA,$55621.80,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1806-C,NA,NA,$44118.90,$53407.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$46440.95,NA,NA,NA,NA,NA,NA,$46440.95,NA,NA,NA,NA,NA,NA,$46440.95,NA,$46440.95,NA,NA,$53407.09,$46440.95,NA,$46440.95,$46440.95,NA,$44118.90,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1806-D,NA,NA,$39622.73,$47964.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$41708.13,NA,NA,NA,NA,NA,NA,$41708.13,NA,NA,NA,NA,NA,NA,$41708.13,NA,$41708.13,NA,NA,$47964.35,$41708.13,NA,$41708.13,$41708.13,NA,$39622.73,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1901-A,NA,NA,$14244.94,$17243.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$14994.68,NA,NA,NA,NA,NA,NA,$14994.68,NA,NA,NA,NA,NA,NA,$14994.68,NA,$14994.68,NA,NA,$17243.88,$14994.68,NA,$14994.68,$14994.68,NA,$14244.94,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1901-B,NA,NA,$19613.29,$23742.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$20645.57,NA,NA,NA,NA,NA,NA,$20645.57,NA,NA,NA,NA,NA,NA,$20645.57,NA,$20645.57,NA,NA,$23742.40,$20645.57,NA,$20645.57,$20645.57,NA,$19613.29,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1901-C,NA,NA,$15252.43,$18463.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$16055.19,NA,NA,NA,NA,NA,NA,$16055.19,NA,NA,NA,NA,NA,NA,$16055.19,NA,$16055.19,NA,NA,$18463.46,$16055.19,NA,$16055.19,$16055.19,NA,$15252.43,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1901-D,NA,NA,$15040.50,$18206.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$15832.10,NA,NA,NA,NA,NA,NA,$15832.10,NA,NA,NA,NA,NA,NA,$15832.10,NA,$15832.10,NA,NA,$18206.92,$15832.10,NA,$15832.10,$15832.10,NA,$15040.50,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1902-A,NA,NA,$19288.87,$23349.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$20304.08,NA,NA,NA,NA,NA,NA,$20304.08,NA,NA,NA,NA,NA,NA,$20304.08,NA,$20304.08,NA,NA,$23349.69,$20304.08,NA,$20304.08,$20304.08,NA,$19288.87,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1902-B,NA,NA,$26559.70,$32151.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$27957.58,NA,NA,NA,NA,NA,NA,$27957.58,NA,NA,NA,NA,NA,NA,$27957.58,NA,$27957.58,NA,NA,$32151.21,$27957.58,NA,$27957.58,$27957.58,NA,$26559.70,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1902-C,NA,NA,$20655.01,$25003.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$21742.11,NA,NA,NA,NA,NA,NA,$21742.11,NA,NA,NA,NA,NA,NA,$21742.11,NA,$21742.11,NA,NA,$25003.43,$21742.11,NA,$21742.11,$21742.11,NA,$20655.01,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1902-D,NA,NA,$20366.46,$24654.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$21438.38,NA,NA,NA,NA,NA,NA,$21438.38,NA,NA,NA,NA,NA,NA,$21438.38,NA,$21438.38,NA,NA,$24654.13,$21438.38,NA,$21438.38,$21438.38,NA,$20366.46,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1903-A,NA,NA,$30710.26,$37175.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$32326.59,NA,NA,NA,NA,NA,NA,$32326.59,NA,NA,NA,NA,NA,NA,$32326.59,NA,$32326.59,NA,NA,$37175.58,$32326.59,NA,$32326.59,$32326.59,NA,$30710.26,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1903-B,NA,NA,$42286.52,$51188.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$44512.13,NA,NA,NA,NA,NA,NA,$44512.13,NA,NA,NA,NA,NA,NA,$44512.13,NA,$44512.13,NA,NA,$51188.95,$44512.13,NA,$44512.13,$44512.13,NA,$42286.52,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1903-C,NA,NA,$32884.99,$39808.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$34615.78,NA,NA,NA,NA,NA,NA,$34615.78,NA,NA,NA,NA,NA,NA,$34615.78,NA,$34615.78,NA,NA,$39808.14,$34615.78,NA,$34615.78,$34615.78,NA,$32884.99,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1903-D,NA,NA,$32425.26,$39251.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$34131.86,NA,NA,NA,NA,NA,NA,$34131.86,NA,NA,NA,NA,NA,NA,$34131.86,NA,$34131.86,NA,NA,$39251.64,$34131.86,NA,$34131.86,$34131.86,NA,$32425.26,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1904-A,NA,NA,$45214.41,$54733.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$47594.12,NA,NA,NA,NA,NA,NA,$47594.12,NA,NA,NA,NA,NA,NA,$47594.12,NA,$47594.12,NA,NA,$54733.24,$47594.12,NA,$47594.12,$47594.12,NA,$45214.41,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1904-B,NA,NA,$62256.83,$75363.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$65533.51,NA,NA,NA,NA,NA,NA,$65533.51,NA,NA,NA,NA,NA,NA,$65533.51,NA,$65533.51,NA,NA,$75363.53,$65533.51,NA,$65533.51,$65533.51,NA,$62256.83,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1904-C,NA,NA,$48416.18,$58609.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$50964.40,NA,NA,NA,NA,NA,NA,$50964.40,NA,NA,NA,NA,NA,NA,$50964.40,NA,$50964.40,NA,NA,$58609.07,$50964.40,NA,$50964.40,$50964.40,NA,$48416.18,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1904-D,NA,NA,$47739.64,$57790.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$50252.25,NA,NA,NA,NA,NA,NA,$50252.25,NA,NA,NA,NA,NA,NA,$50252.25,NA,$50252.25,NA,NA,$57790.09,$50252.25,NA,$50252.25,$50252.25,NA,$47739.64,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2001-A,NA,NA,$13501.56,$16343.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$14212.17,NA,NA,NA,NA,NA,NA,$14212.17,NA,NA,NA,NA,NA,NA,$14212.17,NA,$14212.17,NA,NA,$16343.99,$14212.17,NA,$14212.17,$14212.17,NA,$13501.56,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2001-B,NA,NA,$19755.12,$23914.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$20794.86,NA,NA,NA,NA,NA,NA,$20794.86,NA,NA,NA,NA,NA,NA,$20794.86,NA,$20794.86,NA,NA,$23914.09,$20794.86,NA,$20794.86,$20794.86,NA,$19755.12,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2001-C,NA,NA,$16030.05,$19404.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$16873.73,NA,NA,NA,NA,NA,NA,$16873.73,NA,NA,NA,NA,NA,NA,$16873.73,NA,$16873.73,NA,NA,$19404.79,$16873.73,NA,$16873.73,$16873.73,NA,$16030.05,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2001-D,NA,NA,$14680.22,$17770.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$15452.86,NA,NA,NA,NA,NA,NA,$15452.86,NA,NA,NA,NA,NA,NA,$15452.86,NA,$15452.86,NA,NA,$17770.79,$15452.86,NA,$15452.86,$15452.86,NA,$14680.22,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2002-A,NA,NA,$16599.00,$20093.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$17472.63,NA,NA,NA,NA,NA,NA,$17472.63,NA,NA,NA,NA,NA,NA,$17472.63,NA,$17472.63,NA,NA,$20093.52,$17472.63,NA,$17472.63,$17472.63,NA,$16599.00,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2002-B,NA,NA,$24288.79,$29402.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$25567.15,NA,NA,NA,NA,NA,NA,$25567.15,NA,NA,NA,NA,NA,NA,$25567.15,NA,$25567.15,NA,NA,$29402.22,$25567.15,NA,$25567.15,$25567.15,NA,$24288.79,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2002-C,NA,NA,$19709.47,$23858.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$20746.81,NA,NA,NA,NA,NA,NA,$20746.81,NA,NA,NA,NA,NA,NA,$20746.81,NA,$20746.81,NA,NA,$23858.84,$20746.81,NA,$20746.81,$20746.81,NA,$19709.47,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2002-D,NA,NA,$18049.90,$21849.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$18999.90,NA,NA,NA,NA,NA,NA,$18999.90,NA,NA,NA,NA,NA,NA,$18999.90,NA,$18999.90,NA,NA,$21849.88,$18999.90,NA,$18999.90,$18999.90,NA,$18049.90,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2003-A,NA,NA,$19647.53,$23783.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$20681.61,NA,NA,NA,NA,NA,NA,$20681.61,NA,NA,NA,NA,NA,NA,$20681.61,NA,$20681.61,NA,NA,$23783.85,$20681.61,NA,$20681.61,$20681.61,NA,$19647.53,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2003-B,NA,NA,$28747.47,$34799.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$30260.49,NA,NA,NA,NA,NA,NA,$30260.49,NA,NA,NA,NA,NA,NA,$30260.49,NA,$30260.49,NA,NA,$34799.56,$30260.49,NA,$30260.49,$30260.49,NA,$28747.47,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2003-C,NA,NA,$23326.95,$28237.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$24554.69,NA,NA,NA,NA,NA,NA,$24554.69,NA,NA,NA,NA,NA,NA,$24554.69,NA,$24554.69,NA,NA,$28237.89,$24554.69,NA,$24554.69,$24554.69,NA,$23326.95,NA,NA,NA,NA
