Encompass Health Rehabilitation Hospital of Western Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prices Posted and Effective 1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: General file information and additional details can be found on the Price Transparency page of this hospital's website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATIENT_TYPE,SHOPPABLE_SERVICES,BILLING_REVENUE_SERVICE_CODE,GROSS_CHARGE,DISCOUNTED_CASH_PRICE,DEIDENTIFIED_MIN_NEGOTIATED_CHARGE,DEIDENTIFIED_MAX_NEGOTIATED_CHARGE,AETNA (AET) negotiated charge,AETNA MEDICARE (AETM) negotiated charge,ALLWAYS HEALTH PART EXCH (ALLZ) negotiated charge,ALLWAYS HEALTH PART MCD (ALLD) negotiated charge,ALLWAYS HEALTH PARTNERS (ALL) negotiated charge,BC BS OF MA (BCMA) negotiated charge,BCBS MA EXCHANGE (BMAZ) negotiated charge,BCBS OF MASS MEDICARE (BMAM) negotiated charge,BCMA BLUE BENEFIT ADMIN (BCMB) negotiated charge,BMC HEALTHNET (BMCD) negotiated charge,BOSTON MEDICAL CTR DUAL (BMCB) negotiated charge,CAREWORKS (CRW) negotiated charge,CAREWORKS WORK COMP (CRWW) negotiated charge,CHAMPVA (CVA) negotiated charge,CIGNA (CIG) negotiated charge,COMMONWEALTH CARE DUAL (COM) negotiated charge,CONNECTICARE (CTC) negotiated charge,CORVEL WC (CVLW) negotiated charge,COVENTRY HEALTHCARE WC (CHCW) negotiated charge,FALLON COMMUNITY HEALTH (FAL) negotiated charge,FALLON EXCHANGE (FALZ) negotiated charge,FALLON MEDICAID (FALD) negotiated charge,FALLON SENIOR (FALM) negotiated charge,HARVARD PILGRIM EXCHANGE (HPHZ) negotiated charge,HARVARD PILGRIM HEALTHCAR (HPH) negotiated charge,HEALTH NEW ENGLAND (HNE) negotiated charge,HEALTH NEW ENGLAND EXCHGE (HNEZ) negotiated charge,HEALTH NEW ENGLAND MEDICA (HNEM) negotiated charge,HEALTH NEWENGLAND MEDICAI (HNED) negotiated charge,NETWORK HEALTH (NTH) negotiated charge,NETWORK HEALTH BELOW 65 D (NTHB) negotiated charge,NETWORK HEALTH EXCHANGE (NTHZ) negotiated charge,ONE CALL MEDICAL WC (OCLW) negotiated charge,PRIVATE HEALTHCARE SYSTEM (PHST) negotiated charge,PROVIDER NET OF AMERICA (PAM) negotiated charge,PYR/AMERICAN PROGRESSIVE (AMPM) negotiated charge,TRICARE (TRI) negotiated charge,TUFTS HMO/PPO (TFTH) negotiated charge,TUFTS POS (TFTP) negotiated charge,TUFTS SECURE HORIZONS (TFTS) negotiated charge,UHC VA CCN (UHV) negotiated charge,UNICARE CIP (UNCI) negotiated charge,UNITED HEALTHCARE (UHC) negotiated charge,WELLSENSE MEDICARE (WLSM) negotiated charge,ZELIAS NET SOLUTIONS WC (ZNSW) negotiated charge,ZELIAS NETWORK SOLUTIONS (ZNS) negotiated charge
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1604-D,NA,NA,$24045.13,$30724.34,NA,$26716.81,NA,NA,NA,NA,NA,NA,NA,NA,$26716.81,NA,NA,$26716.81,NA,$24045.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$26716.81,NA,NA,$26716.81,NA,NA,NA,$30724.34,$26716.81,$26716.81,NA,NA,NA,$26716.81,NA,NA,$26716.81,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1701-A,NA,NA,$13999.59,$17888.37,NA,$15555.10,NA,NA,NA,NA,NA,NA,NA,NA,$15555.10,NA,NA,$15555.10,NA,$13999.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$15555.10,NA,NA,$15555.10,NA,NA,NA,$17888.37,$15555.10,$15555.10,NA,NA,NA,$15555.10,NA,NA,$15555.10,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1701-B,NA,NA,$21560.48,$27549.51,NA,$23956.09,NA,NA,NA,NA,NA,NA,NA,NA,$23956.09,NA,NA,$23956.09,NA,$21560.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$23956.09,NA,NA,$23956.09,NA,NA,NA,$27549.51,$23956.09,$23956.09,NA,NA,NA,$23956.09,NA,NA,$23956.09,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1701-C,NA,NA,$16913.59,$21611.81,NA,$18792.88,NA,NA,NA,NA,NA,NA,NA,NA,$18792.88,NA,NA,$18792.88,NA,$16913.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$18792.88,NA,NA,$18792.88,NA,NA,NA,$21611.81,$18792.88,$18792.88,NA,NA,NA,$18792.88,NA,NA,$18792.88,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1701-D,NA,NA,$15374.44,$19645.12,NA,$17082.71,NA,NA,NA,NA,NA,NA,NA,NA,$17082.71,NA,NA,$17082.71,NA,$15374.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$17082.71,NA,NA,$17082.71,NA,NA,NA,$19645.12,$17082.71,$17082.71,NA,NA,NA,$17082.71,NA,NA,$17082.71,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1702-A,NA,NA,$17098.04,$21847.49,NA,$18997.82,NA,NA,NA,NA,NA,NA,NA,NA,$18997.82,NA,NA,$18997.82,NA,$17098.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$18997.82,NA,NA,$18997.82,NA,NA,NA,$21847.49,$18997.82,$18997.82,NA,NA,NA,$18997.82,NA,NA,$18997.82,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1702-B,NA,NA,$26331.38,$33645.65,NA,$29257.09,NA,NA,NA,NA,NA,NA,NA,NA,$29257.09,NA,NA,$29257.09,NA,$26331.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$29257.09,NA,NA,$29257.09,NA,NA,NA,$33645.65,$29257.09,$29257.09,NA,NA,NA,$29257.09,NA,NA,$29257.09,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1702-C,NA,NA,$20658.39,$26396.83,NA,$22953.76,NA,NA,NA,NA,NA,NA,NA,NA,$22953.76,NA,NA,$22953.76,NA,$20658.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$22953.76,NA,NA,$22953.76,NA,NA,NA,$26396.83,$22953.76,$22953.76,NA,NA,NA,$22953.76,NA,NA,$22953.76,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1702-D,NA,NA,$18778.24,$23994.41,NA,$20864.71,NA,NA,NA,NA,NA,NA,NA,NA,$20864.71,NA,NA,$20864.71,NA,$18778.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$20864.71,NA,NA,$20864.71,NA,NA,NA,$23994.41,$20864.71,$20864.71,NA,NA,NA,$20864.71,NA,NA,$20864.71,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1703-A,NA,NA,$20269.34,$25899.71,NA,$22521.48,NA,NA,NA,NA,NA,NA,NA,NA,$22521.48,NA,NA,$22521.48,NA,$20269.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$22521.48,NA,NA,$22521.48,NA,NA,NA,$25899.71,$22521.48,$22521.48,NA,NA,NA,$22521.48,NA,NA,$22521.48,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1703-B,NA,NA,$31216.98,$39888.36,NA,$34685.53,NA,NA,NA,NA,NA,NA,NA,NA,$34685.53,NA,NA,$34685.53,NA,$31216.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$34685.53,NA,NA,$34685.53,NA,NA,NA,$39888.36,$34685.53,$34685.53,NA,NA,NA,$34685.53,NA,NA,$34685.53,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1703-C,NA,NA,$24488.43,$31290.78,NA,$27209.37,NA,NA,NA,NA,NA,NA,NA,NA,$27209.37,NA,NA,$27209.37,NA,$24488.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$27209.37,NA,NA,$27209.37,NA,NA,NA,$31290.78,$27209.37,$27209.37,NA,NA,NA,$27209.37,NA,NA,$27209.37,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1703-D,NA,NA,$22261.08,$28444.72,NA,$24734.54,NA,NA,NA,NA,NA,NA,NA,NA,$24734.54,NA,NA,$24734.54,NA,$22261.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$24734.54,NA,NA,$24734.54,NA,NA,NA,$28444.72,$24734.54,$24734.54,NA,NA,NA,$24734.54,NA,NA,$24734.54,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1704-A,NA,NA,$22422.28,$28650.70,NA,$24913.65,NA,NA,NA,NA,NA,NA,NA,NA,$24913.65,NA,NA,$24913.65,NA,$22422.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$24913.65,NA,NA,$24913.65,NA,NA,NA,$28650.70,$24913.65,$24913.65,NA,NA,NA,$24913.65,NA,NA,$24913.65,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1704-B,NA,NA,$34532.43,$44124.77,NA,$38369.36,NA,NA,NA,NA,NA,NA,NA,NA,$38369.36,NA,NA,$38369.36,NA,$34532.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$38369.36,NA,NA,$38369.36,NA,NA,NA,$44124.77,$38369.36,$38369.36,NA,NA,NA,$38369.36,NA,NA,$38369.36,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1704-C,NA,NA,$27090.88,$34616.13,NA,$30100.98,NA,NA,NA,NA,NA,NA,NA,NA,$30100.98,NA,NA,$30100.98,NA,$27090.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$30100.98,NA,NA,$30100.98,NA,NA,NA,$34616.13,$30100.98,$30100.98,NA,NA,NA,$30100.98,NA,NA,$30100.98,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1704-D,NA,NA,$24626.38,$31467.04,NA,$27362.65,NA,NA,NA,NA,NA,NA,NA,NA,$27362.65,NA,NA,$27362.65,NA,$24626.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$27362.65,NA,NA,$27362.65,NA,NA,NA,$31467.04,$27362.65,$27362.65,NA,NA,NA,$27362.65,NA,NA,$27362.65,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1705-A,NA,NA,$24603.13,$31437.34,NA,$27336.81,NA,NA,NA,NA,NA,NA,NA,NA,$27336.81,NA,NA,$27336.81,NA,$24603.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$27336.81,NA,NA,$27336.81,NA,NA,NA,$31437.34,$27336.81,$27336.81,NA,NA,NA,$27336.81,NA,NA,$27336.81,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1705-B,NA,NA,$37892.82,$48418.61,NA,$42103.14,NA,NA,NA,NA,NA,NA,NA,NA,$42103.14,NA,NA,$42103.14,NA,$37892.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$42103.14,NA,NA,$42103.14,NA,NA,NA,$48418.61,$42103.14,$42103.14,NA,NA,NA,$42103.14,NA,NA,$42103.14,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1705-C,NA,NA,$29727.43,$37985.05,NA,$33030.48,NA,NA,NA,NA,NA,NA,NA,NA,$33030.48,NA,NA,$33030.48,NA,$29727.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$33030.48,NA,NA,$33030.48,NA,NA,NA,$37985.05,$33030.48,$33030.48,NA,NA,NA,$33030.48,NA,NA,$33030.48,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1705-D,NA,NA,$27022.68,$34528.98,NA,$30025.20,NA,NA,NA,NA,NA,NA,NA,NA,$30025.20,NA,NA,$30025.20,NA,$27022.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$30025.20,NA,NA,$30025.20,NA,NA,NA,$34528.98,$30025.20,$30025.20,NA,NA,NA,$30025.20,NA,NA,$30025.20,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1801-A,NA,NA,$12678.99,$16200.93,NA,$14087.77,NA,NA,NA,NA,NA,NA,NA,NA,$14087.77,NA,NA,$14087.77,NA,$12678.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$14087.77,NA,NA,$14087.77,NA,NA,NA,$16200.93,$14087.77,$14087.77,NA,NA,NA,$14087.77,NA,NA,$14087.77,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1801-B,NA,NA,$19190.54,$24521.24,NA,$21322.82,NA,NA,NA,NA,NA,NA,NA,NA,$21322.82,NA,NA,$21322.82,NA,$19190.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$21322.82,NA,NA,$21322.82,NA,NA,NA,$24521.24,$21322.82,$21322.82,NA,NA,NA,$21322.82,NA,NA,$21322.82,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1801-C,NA,NA,$15222.54,$19451.02,NA,$16913.93,NA,NA,NA,NA,NA,NA,NA,NA,$16913.93,NA,NA,$16913.93,NA,$15222.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$16913.93,NA,NA,$16913.93,NA,NA,NA,$19451.02,$16913.93,$16913.93,NA,NA,NA,$16913.93,NA,NA,$16913.93,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1801-D,NA,NA,$13670.99,$17468.49,NA,$15189.99,NA,NA,NA,NA,NA,NA,NA,NA,$15189.99,NA,NA,$15189.99,NA,$13670.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$15189.99,NA,NA,$15189.99,NA,NA,NA,$17468.49,$15189.99,$15189.99,NA,NA,NA,$15189.99,NA,NA,$15189.99,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1802-A,NA,NA,$16147.89,$20633.41,NA,$17942.10,NA,NA,NA,NA,NA,NA,NA,NA,$17942.10,NA,NA,$17942.10,NA,$16147.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$17942.10,NA,NA,$17942.10,NA,NA,NA,$20633.41,$17942.10,$17942.10,NA,NA,NA,$17942.10,NA,NA,$17942.10,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1802-B,NA,NA,$24438.83,$31227.40,NA,$27154.26,NA,NA,NA,NA,NA,NA,NA,NA,$27154.26,NA,NA,$27154.26,NA,$24438.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$27154.26,NA,NA,$27154.26,NA,NA,NA,$31227.40,$27154.26,$27154.26,NA,NA,NA,$27154.26,NA,NA,$27154.26,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1802-C,NA,NA,$19384.29,$24768.81,NA,$21538.10,NA,NA,NA,NA,NA,NA,NA,NA,$21538.10,NA,NA,$21538.10,NA,$19384.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$21538.10,NA,NA,$21538.10,NA,NA,NA,$24768.81,$21538.10,$21538.10,NA,NA,NA,$21538.10,NA,NA,$21538.10,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1802-D,NA,NA,$17409.59,$22245.58,NA,$19343.99,NA,NA,NA,NA,NA,NA,NA,NA,$19343.99,NA,NA,$19343.99,NA,$17409.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$19343.99,NA,NA,$19343.99,NA,NA,NA,$22245.58,$19343.99,$19343.99,NA,NA,NA,$19343.99,NA,NA,$19343.99,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1803-A,NA,NA,$19812.09,$25315.44,NA,$22013.43,NA,NA,NA,NA,NA,NA,NA,NA,$22013.43,NA,NA,$22013.43,NA,$19812.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$22013.43,NA,NA,$22013.43,NA,NA,NA,$25315.44,$22013.43,$22013.43,NA,NA,NA,$22013.43,NA,NA,$22013.43,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1803-B,NA,NA,$29984.73,$38313.82,NA,$33316.37,NA,NA,NA,NA,NA,NA,NA,NA,$33316.37,NA,NA,$33316.37,NA,$29984.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$33316.37,NA,NA,$33316.37,NA,NA,NA,$38313.82,$33316.37,$33316.37,NA,NA,NA,$33316.37,NA,NA,$33316.37,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1803-C,NA,NA,$23783.18,$30389.62,NA,$26425.76,NA,NA,NA,NA,NA,NA,NA,NA,$26425.76,NA,NA,$26425.76,NA,$23783.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$26425.76,NA,NA,$26425.76,NA,NA,NA,$30389.62,$26425.76,$26425.76,NA,NA,NA,$26425.76,NA,NA,$26425.76,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1803-D,NA,NA,$21360.53,$27294.02,NA,$23733.93,NA,NA,NA,NA,NA,NA,NA,NA,$23733.93,NA,NA,$23733.93,NA,$21360.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$23733.93,NA,NA,$23733.93,NA,NA,NA,$27294.02,$23733.93,$23733.93,NA,NA,NA,$23733.93,NA,NA,$23733.93,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1804-A,NA,NA,$22718.33,$29028.98,NA,$25242.59,NA,NA,NA,NA,NA,NA,NA,NA,$25242.59,NA,NA,$25242.59,NA,$22718.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$25242.59,NA,NA,$25242.59,NA,NA,NA,$29028.98,$25242.59,$25242.59,NA,NA,NA,$25242.59,NA,NA,$25242.59,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1804-B,NA,NA,$34383.63,$43934.63,NA,$38204.03,NA,NA,NA,NA,NA,NA,NA,NA,$38204.03,NA,NA,$38204.03,NA,$34383.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$38204.03,NA,NA,$38204.03,NA,NA,NA,$43934.63,$38204.03,$38204.03,NA,NA,NA,$38204.03,NA,NA,$38204.03,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1804-C,NA,NA,$27273.78,$34849.83,NA,$30304.20,NA,NA,NA,NA,NA,NA,NA,NA,$30304.20,NA,NA,$30304.20,NA,$27273.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$30304.20,NA,NA,$30304.20,NA,NA,NA,$34849.83,$30304.20,$30304.20,NA,NA,NA,$30304.20,NA,NA,$30304.20,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1804-D,NA,NA,$24494.63,$31298.70,NA,$27216.26,NA,NA,NA,NA,NA,NA,NA,NA,$27216.26,NA,NA,$27216.26,NA,$24494.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$27216.26,NA,NA,$27216.26,NA,NA,NA,$31298.70,$27216.26,$27216.26,NA,NA,NA,$27216.26,NA,NA,$27216.26,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1805-A,NA,NA,$27126.53,$34661.68,NA,$30140.59,NA,NA,NA,NA,NA,NA,NA,NA,$30140.59,NA,NA,$30140.59,NA,$27126.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$30140.59,NA,NA,$30140.59,NA,NA,NA,$34661.68,$30140.59,$30140.59,NA,NA,NA,$30140.59,NA,NA,$30140.59,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1805-B,NA,NA,$41054.82,$52458.94,NA,$45616.47,NA,NA,NA,NA,NA,NA,NA,NA,$45616.47,NA,NA,$45616.47,NA,$41054.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$45616.47,NA,NA,$45616.47,NA,NA,NA,$52458.94,$45616.47,$45616.47,NA,NA,NA,$45616.47,NA,NA,$45616.47,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1805-C,NA,NA,$32565.48,$41611.44,NA,$36183.86,NA,NA,NA,NA,NA,NA,NA,NA,$36183.86,NA,NA,$36183.86,NA,$32565.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$36183.86,NA,NA,$36183.86,NA,NA,NA,$41611.44,$36183.86,$36183.86,NA,NA,NA,$36183.86,NA,NA,$36183.86,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1805-D,NA,NA,$29246.93,$37371.08,NA,$32496.59,NA,NA,NA,NA,NA,NA,NA,NA,$32496.59,NA,NA,$32496.59,NA,$29246.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$32496.59,NA,NA,$32496.59,NA,NA,NA,$37371.08,$32496.59,$32496.59,NA,NA,NA,$32496.59,NA,NA,$32496.59,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1806-A,NA,NA,$34941.63,$44647.63,NA,$38824.03,NA,NA,NA,NA,NA,NA,NA,NA,$38824.03,NA,NA,$38824.03,NA,$34941.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$38824.03,NA,NA,$38824.03,NA,NA,NA,$44647.63,$38824.03,$38824.03,NA,NA,NA,$38824.03,NA,NA,$38824.03,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1806-B,NA,NA,$52884.41,$67574.53,NA,$58760.46,NA,NA,NA,NA,NA,NA,NA,NA,$58760.46,NA,NA,$58760.46,NA,$52884.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$58760.46,NA,NA,$58760.46,NA,NA,NA,$67574.53,$58760.46,$58760.46,NA,NA,NA,$58760.46,NA,NA,$58760.46,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1806-C,NA,NA,$41947.62,$53599.74,NA,$46608.47,NA,NA,NA,NA,NA,NA,NA,NA,$46608.47,NA,NA,$46608.47,NA,$41947.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$46608.47,NA,NA,$46608.47,NA,NA,NA,$53599.74,$46608.47,$46608.47,NA,NA,NA,$46608.47,NA,NA,$46608.47,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1806-D,NA,NA,$37672.72,$48137.37,NA,$41858.58,NA,NA,NA,NA,NA,NA,NA,NA,$41858.58,NA,NA,$41858.58,NA,$37672.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$41858.58,NA,NA,$41858.58,NA,NA,NA,$48137.37,$41858.58,$41858.58,NA,NA,NA,$41858.58,NA,NA,$41858.58,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1901-A,NA,NA,$13543.89,$17306.08,NA,$15048.77,NA,NA,NA,NA,NA,NA,NA,NA,$15048.77,NA,NA,$15048.77,NA,$13543.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$15048.77,NA,NA,$15048.77,NA,NA,NA,$17306.08,$15048.77,$15048.77,NA,NA,NA,$15048.77,NA,NA,$15048.77,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1901-B,NA,NA,$18648.04,$23828.05,NA,$20720.04,NA,NA,NA,NA,NA,NA,NA,NA,$20720.04,NA,NA,$20720.04,NA,$18648.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$20720.04,NA,NA,$20720.04,NA,NA,NA,$23828.05,$20720.04,$20720.04,NA,NA,NA,$20720.04,NA,NA,$20720.04,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1901-C,NA,NA,$14501.79,$18530.06,NA,$16113.10,NA,NA,NA,NA,NA,NA,NA,NA,$16113.10,NA,NA,$16113.10,NA,$14501.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$16113.10,NA,NA,$16113.10,NA,NA,NA,$18530.06,$16113.10,$16113.10,NA,NA,NA,$16113.10,NA,NA,$16113.10,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1901-D,NA,NA,$14300.29,$18272.59,NA,$15889.21,NA,NA,NA,NA,NA,NA,NA,NA,$15889.21,NA,NA,$15889.21,NA,$14300.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$15889.21,NA,NA,$15889.21,NA,NA,NA,$18272.59,$15889.21,$15889.21,NA,NA,NA,$15889.21,NA,NA,$15889.21,NA,NA
